1,11469,0
2,11469,0
3,11469,0
4,11469,0
5,11469,0
6,11469,0
7,11947,30
8,11469,0
9,11469,0
10,11469,0
11,11469,0
12,11469,0
13,11469,0
14,11469,0
15,11469,0
16,11469,0
17,11469,0
18,11469,0
19,11469,0
20,11469,0
21,11469,0
22,11469,0
23,13142,100
24,11469,0
25,11469,0
26,11947,30
27,11469,0
28,12277,50
29,11469,0
30,11469,0
31,11469,0
32,13142,100
33,12277,50
34,13142,100
35,11469,0
36,11469,0
37,11469,0
38,11469,0
39,88434,1500
40,11469,0
41,11469,0
42,17256,300
43,11947,30
44,11469,0
45,17256,300
46,11626,10
47,11469,0
48,11469,0
49,11947,30
50,11786,20
51,11469,0
52,11469,0
53,11469,0
54,14068,150
55,11469,0
56,11469,0
57,11786,20
58,11469,0
59,11469,0
60,11469,0
61,11469,0
62,11469,0
63,11786,20
64,11469,0
65,11469,0
66,11469,0
67,11469,0
68,11469,0
69,12277,50
70,25964,600
71,11469,0
72,11469,0
73,12277,50
74,11469,0
75,11469,0
76,11469,0
77,11947,30
78,17256,300
79,11469,0
80,13142,100
81,11469,0
82,11469,0
83,11469,0
84,12277,50
85,11469,0
86,14457,170
87,12277,50
88,15059,200
89,11469,0
90,11469,0
91,11469,0
92,12789,80
93,11469,0
94,11469,0
95,11469,0
96,12789,80
97,11469,0
98,13142,100
99,13322,110
100,11469,0
101,11469,0
102,11469,0
103,11469,0
104,22658,500
105,11469,0
106,11469,0
107,11469,0
108,12277,50
109,11469,0
110,11469,0
111,11469,0
112,11947,30
113,11469,0
114,11469,0
115,11469,0
116,11469,0
117,11469,0
118,13142,100
119,11469,0
120,11469,0
121,11469,0
122,11626,10
123,11469,0
124,11469,0
125,11469,0
126,11786,20
127,12277,50
128,15059,200
129,11626,10
130,12111,40
131,11469,0
132,11469,0
133,11469,0
134,11469,0
135,11469,0
136,11469,0
137,11469,0
138,11626,10
139,11469,0
140,11469,0
141,11469,0
142,13142,100
143,11469,0
144,27046,630
145,111469,1670
146,11469,0
147,12277,50
148,11626,10
149,11469,0
150,11947,30
151,11469,0
152,11469,0
153,12277,50
154,11469,0
155,12965,90
156,11469,0
157,11469,0
158,11469,0
159,11469,0
160,11469,0
161,11786,20
162,11469,0
163,11469,0
164,12277,50
165,11469,0
166,11626,10
167,11469,0
168,11469,0
169,11469,0
170,17733,320
171,11626,10
172,11469,0
173,11469,0
174,12277,50
175,11469,0
176,11469,0
177,17493,310
178,11786,20
179,11469,0
180,11947,30
181,11469,0
182,11469,0
183,11947,30
184,11469,0
185,11626,10
186,12277,50
187,11469,0
188,11469,0
189,11469,0
190,11469,0
191,11469,0
192,12965,90
193,11469,0
194,11469,0
195,11469,0
196,12277,50
197,11469,0
198,11469,0
199,17256,300
200,11469,0
201,11469,0
202,13505,120
203,11469,0
204,11469,0
205,14655,180
206,11469,0
207,11469,0
208,11469,0
209,11469,0
210,13142,100
211,11947,30
212,11469,0
213,11469,0
214,11469,0
215,11469,0
216,20881,440
217,13142,100
218,11469,0
219,11469,0
220,11469,0
221,11626,10
222,11469,0
223,11469,0
224,11469,0
225,11469,0
226,11469,0
227,11469,0
228,11947,30
229,11469,0
230,11469,0
231,11469,0
232,11469,0
233,11469,0
234,12446,60
235,11469,0
236,11469,0
237,11469,0
238,12277,50
239,12446,60
240,11469,0
241,11469,0
242,11469,0
243,11469,0
244,11469,0
245,11469,0
246,11786,20
247,12277,50
248,11947,30
249,11469,0
250,11469,0
251,12277,50
252,11469,0
253,11469,0
254,11469,0
255,11469,0
256,11469,0
257,11469,0
258,11626,10
259,11469,0
260,12111,40
261,11469,0
262,11947,30
263,12111,40
264,11469,0
265,11469,0
266,11469,0
267,12277,50
268,11947,30
269,11786,20
270,11469,0
271,11947,30
272,11469,0
273,13142,100
274,11469,0
275,11469,0
276,11469,0
277,11469,0
278,11469,0
279,11469,0
280,11469,0
281,11469,0
282,11469,0
283,11786,20
284,11786,20
285,18472,350
286,11469,0
287,11469,0
288,11469,0
289,11469,0
290,11469,0
291,11469,0
292,11626,10
293,11469,0
294,11469,0
295,11469,0
296,44763,1000
297,11469,0
298,11469,0
299,11469,0
300,11626,10
301,11469,0
302,11469,0
303,11469,0
304,11469,0
305,11469,0
306,11469,0
307,11469,0
308,11469,0
309,11469,0
310,11469,0
311,11469,0
312,11469,0
313,11469,0
314,11469,0
315,11469,0
316,11469,0
317,12277,50
318,11469,0
319,15059,200
320,11469,0
321,12277,50
322,11469,0
323,11947,30
324,11469,0
325,15059,200
326,11469,0
327,11469,0
328,11469,0
329,11469,0
330,11469,0
331,12277,50
332,11469,0
333,11469,0
334,12446,60
335,11469,0
336,11469,0
337,11469,0
338,11947,30
339,11469,0
340,11469,0
341,13322,110
342,12446,60
343,11469,0
344,11469,0
345,11469,0
346,11469,0
347,22658,500
348,11469,0
349,11469,0
350,11469,0
351,25964,600
352,12277,50
353,11469,0
354,11469,0
355,11469,0
356,11469,0
357,11469,0
358,11469,0
359,11469,0
360,11947,30
361,12277,50
362,11469,0
363,11469,0
364,11469,0
365,11469,0
366,11469,0
367,12277,50
368,11469,0
369,11469,0
370,11469,0
371,11469,0
372,11626,10
373,22658,500
374,11469,0
375,11469,0
376,11469,0
377,11469,0
378,11626,10
379,11469,0
380,11469,0
381,11469,0
382,15059,200
383,11469,0
384,11469,0
385,11626,10
386,11469,0
387,11469,0
388,13142,100
389,11469,0
390,11469,0
391,11469,0
392,11469,0
393,11469,0
394,11469,0
395,12965,90
396,12277,50
397,11469,0
398,11469,0
399,11469,0
400,13505,120
401,17976,330
402,11469,0
403,11469,0
404,11469,0
405,11469,0
406,12277,50
407,13142,100
408,11469,0
409,11469,0
410,11469,0
411,11469,0
412,11469,0
413,11469,0
414,11947,30
415,11786,20
416,11626,10
417,11469,0
418,11469,0
419,11469,0
420,12277,50
421,11626,10
422,11469,0
423,11469,0
424,11469,0
425,11469,0
426,11469,0
427,11626,10
428,11469,0
429,11469,0
430,12111,40
431,11469,0
432,11469,0
433,11469,0
434,11469,0
435,17256,300
436,11469,0
437,11947,30
438,11469,0
439,11469,0
440,11469,0
441,22658,500
442,11469,0
443,11469,0
444,11469,0
445,11469,0
446,11469,0
447,11469,0
448,11469,0
449,11469,0
450,11469,0
451,11469,0
452,12277,50
453,11469,0
454,11469,0
455,11469,0
456,15059,200
457,11626,10
458,11469,0
459,11469,0
460,12446,60
461,11469,0
462,11469,0
463,11469,0
464,11469,0
465,11469,0
466,13690,130
467,15059,200
468,11469,0
469,11469,0
470,11469,0
471,11469,0
472,11469,0
473,12277,50
474,11786,20
475,11469,0
476,11469,0
477,12446,60
478,11469,0
479,17976,330
480,11469,0
481,11469,0
482,13142,100
483,11469,0
484,11469,0
485,11469,0
486,11469,0
487,11469,0
488,11469,0
489,11469,0
490,44763,1000
491,11469,0
492,12277,50
493,11469,0
494,11469,0
495,11469,0
496,11469,0
497,11469,0
498,12446,60
499,11469,0
500,11469,0
501,11469,0
502,11469,0
503,13142,100
504,11469,0
505,11947,30
506,12277,50
507,13142,100
508,11469,0
509,11469,0
510,11469,0
511,11469,0
512,11786,20
513,11469,0
514,11469,0
515,11469,0
516,11469,0
517,11469,0
518,11469,0
519,11469,0
520,11786,20
521,11469,0
522,22658,500
523,11469,0
524,11469,0
525,11947,30
526,11469,0
527,11469,0
528,11469,0
529,11469,0
530,11469,0
531,11469,0
532,11469,0
533,23603,530
534,11469,0
535,11469,0
536,11469,0
537,11469,0
538,11469,0
539,11469,0
540,11786,20
541,11469,0
542,12446,60
543,11469,0
544,11469,0
545,11469,0
546,15059,200
547,18725,360
548,11469,0
549,11469,0
550,11469,0
551,11469,0
552,11469,0
553,11469,0
554,11626,10
555,15059,200
556,11469,0
557,11469,0
558,11469,0
559,11469,0
560,11469,0
561,12277,50
562,11469,0
563,11469,0
564,11469,0
565,11469,0
566,11469,0
567,11469,0
568,11469,0
569,12446,60
570,11469,0
571,11469,0
572,15059,200
573,11469,0
574,11469,0
575,11469,0
576,11469,0
577,11469,0
578,11469,0
579,11786,20
580,12277,50
581,11469,0
582,11469,0
583,11626,10
584,11469,0
585,11469,0
586,11469,0
587,17976,330
588,11626,10
589,11469,0
590,12277,50
591,11947,30
592,11469,0
593,11469,0
594,11469,0
595,15059,200
596,11469,0
597,11469,0
598,17256,300
599,11469,0
600,11469,0
601,11786,20
602,11469,0
603,12277,50
604,11469,0
605,11469,0
606,12277,50
