1,24219,810
2,24585,1100
3,25662,1930
4,23822,490
5,23650,350
6,26010,2190
7,24057,680
8,24345,910
9,26471,2530
10,24661,1160
11,26104,2260
12,24257,840
13,23884,540
14,27432,3220
15,26870,2820
16,24357,920
17,24119,730
18,23468,200
19,23847,510
20,24132,740
21,23995,630
22,26649,2660
23,24866,1320
24,25557,1850
25,24471,1010
26,23736,420
27,25583,1870
28,23298,60
29,27389,3190
30,24320,890
31,24395,950
32,24674,1170
33,24853,1310
34,26608,2630
35,24840,1300
36,26498,2550
37,29081,4350
38,24395,950
39,25491,1800
40,27038,2940
41,24969,1400
42,23945,590
43,24107,720
44,24521,1050
45,26389,2470
46,23773,450
47,25889,2100
48,25996,2180
49,25755,2000
50,24057,680
51,25229,1600
52,25281,1640
53,24307,880
54,24144,750
55,24572,1090
56,27702,3410
57,23626,330
58,23896,550
59,24598,1110
60,24094,710
61,23785,460
62,24370,930
63,26375,2460
64,24395,950
65,24157,760
66,26375,2460
67,23847,510
68,25242,1610
69,24828,1290
70,24169,770
71,24269,850
72,24232,820
73,25742,1990
74,23383,130
75,24307,880
76,23262,30
77,23958,600
78,23970,610
79,29429,4580
80,24521,1050
81,24995,1420
82,23983,620
83,24345,910
84,24357,920
85,24169,770
86,23724,410
87,27432,3220
88,24943,1380
89,24020,650
90,26829,2790
91,24357,920
92,23773,450
93,24332,900
94,27517,3280
95,25202,1580
96,24879,1330
97,23822,490
98,27038,2940
99,25124,1520
100,24598,1110
101,26280,2390
102,27052,2950
103,23785,460
104,26402,2480
105,26171,2310
106,24636,1140
107,24157,760
108,23699,390
109,25073,1480
110,23871,530
111,27860,3520
112,25491,1800
113,26691,2690
114,25008,1430
115,26635,2650
116,24458,1000
117,24320,890
118,25609,1890
119,26416,2490
120,23455,190
121,24082,700
122,25425,1750
123,25073,1480
124,24446,990
125,23711,400
126,24294,870
127,26144,2290
128,27674,3390
129,24598,1110
130,23822,490
131,25822,2050
132,24269,850
133,24370,930
134,23322,80
135,23983,620
136,24572,1090
137,24598,1110
138,24069,690
139,25111,1510
140,24244,830
141,24560,1080
142,25176,1560
143,27976,3600
144,23675,370
145,25517,1820
146,23687,380
147,24943,1380
148,24509,1040
149,23699,390
150,23810,480
151,24269,850
152,25176,1560
153,24119,730
154,24623,1130
155,27889,3540
156,25583,1870
157,25623,1900
158,25124,1520
159,24840,1300
160,24045,670
161,24069,690
162,24815,1280
163,23970,610
164,26402,2480
165,25359,1700
166,24509,1040
167,24789,1260
168,23553,270
169,24257,840
170,23407,150
171,24828,1290
172,24157,760
173,24572,1090
174,23226,0
175,24751,1230
176,26266,2380
177,24802,1270
178,23226,0
179,26334,2430
180,24700,1190
181,24687,1180
182,23589,300
183,24194,790
184,25425,1750
185,26077,2240
186,25098,1500
187,23298,60
188,25034,1450
189,24269,850
190,24905,1350
191,24182,780
192,23834,500
193,24107,720
194,24332,900
195,23565,280
196,25202,1580
197,23504,230
198,29232,4450
199,24866,1320
200,25822,2050
201,24007,640
202,25098,1500
203,23958,600
204,25359,1700
205,27206,3060
206,24623,1130
207,24905,1350
208,24918,1360
209,24244,830
210,23810,480
211,26104,2260
212,24420,970
213,24547,1070
214,23274,40
215,24471,1010
216,23687,380
217,24194,790
218,24020,650
219,24598,1110
220,25862,2080
221,23908,560
222,25557,1850
223,25662,1930
224,25385,1720
225,25150,1540
226,25676,1940
227,24560,1080
228,30153,5050
229,24219,810
230,24020,650
231,24345,910
232,23395,140
233,24144,750
234,26158,2300
235,24560,1080
236,25530,1830
237,24069,690
238,24623,1130
239,24649,1150
240,28150,3720
241,24982,1410
242,23871,530
243,24382,940
244,27108,2990
245,25662,1930
246,25124,1520
247,26815,2780
248,28664,4070
249,23884,540
250,25111,1510
251,25098,1500
252,23516,240
253,25124,1520
254,23797,470
255,23810,480
256,24623,1130
257,24269,850
258,24521,1050
259,23785,460
260,23540,260
261,23553,270
262,25359,1700
263,25242,1610
264,24157,760
265,24332,900
266,24840,1300
267,25163,1550
268,24521,1050
269,25372,1710
270,25623,1900
271,24169,770
272,23896,550
273,25956,2150
274,24534,1060
275,23958,600
276,25111,1510
277,26050,2220
278,23589,300
279,24866,1320
280,23871,530
281,26567,2600
282,25008,1430
283,23970,610
284,25307,1660
285,26212,2340
286,24840,1300
287,25412,1740
288,23847,510
289,23662,360
290,23492,220
291,23528,250
292,24194,790
293,24982,1410
294,23504,230
295,25596,1880
296,23896,550
297,25098,1500
298,24610,1120
299,25676,1940
300,25320,1670
301,25202,1580
302,23810,480
303,24509,1040
304,25649,1920
305,26553,2590
306,27688,3400
307,26253,2370
308,23589,300
309,24132,740
310,25742,1990
311,24169,770
312,23822,490
313,26857,2810
314,23933,580
315,23480,210
316,25163,1550
317,24853,1310
318,23834,500
319,23468,200
320,23662,360
321,25202,1580
322,24294,870
323,26334,2430
324,24370,930
325,25889,2100
326,23797,470
327,26362,2450
328,24789,1260
329,26293,2400
330,24776,1250
331,23908,560
332,24585,1100
333,23589,300
334,24232,820
335,24458,1000
336,23322,80
337,32016,6210
338,23614,320
339,23711,400
340,24020,650
341,25623,1900
342,23908,560
343,24244,830
344,23395,140
345,24687,1180
346,28516,3970
347,25359,1700
348,24257,840
349,27290,3120
350,27220,3070
351,23589,300
352,24382,940
353,25649,1920
354,27403,3200
355,25098,1500
356,24082,700
357,26158,2300
358,25795,2030
359,24956,1390
360,24560,1080
361,24661,1160
362,23760,440
363,29368,4540
364,27333,3150
365,23687,380
366,27846,3510
367,23810,480
368,23773,450
369,25268,1630
370,31801,6080
371,26117,2270
372,33333,6990
373,26815,2780
374,23773,450
375,24661,1160
376,23884,540
377,24157,760
378,24232,820
379,26402,2480
380,23407,150
381,25451,1770
382,24194,790
383,23626,330
384,24828,1290
385,29444,4590
386,24257,840
387,24496,1030
388,23711,400
389,24207,800
390,23492,220
391,26334,2430
392,24636,1140
393,25729,1980
394,25623,1900
395,25835,2060
396,24320,890
397,25359,1700
398,28281,3810
399,27503,3270
400,24918,1360
401,25530,1830
402,26608,2630
403,24623,1130
404,25676,1940
405,24763,1240
406,24007,640
407,24057,680
408,24509,1040
409,25809,2040
410,26117,2270
411,24585,1100
412,23322,80
413,24905,1350
414,24182,780
415,26484,2540
416,26280,2390
417,23638,340
418,23347,100
419,25189,1570
420,24094,710
421,23626,330
422,30435,5230
423,24636,1140
424,26117,2270
425,25268,1630
426,25163,1550
427,23286,50
428,23601,310
429,23871,530
430,24045,670
431,27108,2990
432,25835,2060
433,25438,1760
434,26321,2420
435,24751,1230
436,25676,1940
437,23736,420
438,23724,410
439,24119,730
440,25795,2030
441,25111,1510
442,23662,360
443,23933,580
444,25742,1990
445,24307,880
446,24232,820
447,24320,890
448,23371,120
449,24382,940
450,26691,2690
451,24471,1010
452,24045,670
453,23995,630
454,24395,950
455,24257,840
456,24132,740
457,25111,1510
458,24094,710
459,23540,260
460,25189,1570
461,25111,1510
462,24610,1120
463,23286,50
464,24496,1030
465,23347,100
466,26321,2420
467,32165,6300
468,23577,290
469,26362,2450
470,25202,1580
471,23359,110
472,27474,3250
473,24182,780
474,25557,1850
475,24357,920
476,24307,880
477,26443,2510
478,24738,1220
479,23250,20
480,23577,290
481,23773,450
482,24866,1320
483,25543,1840
484,25124,1520
485,23699,390
486,25333,1680
487,25320,1670
488,25889,2100
489,25623,1900
490,24157,760
491,23785,460
492,24840,1300
493,23286,50
494,28354,3860
495,28325,3840
496,25755,2000
497,23995,630
498,23773,450
499,27846,3510
500,25021,1440
501,24930,1370
502,24610,1120
503,25150,1540
504,26884,2830
505,28723,4110
506,25451,1770
507,25662,1930
508,24995,1420
509,25729,1980
510,24674,1170
511,24982,1410
512,23516,240
513,23589,300
514,28887,4220
515,24956,1390
516,25702,1960
517,27052,2950
518,24119,730
519,25809,2040
520,24560,1080
521,25229,1600
522,23822,490
523,25517,1820
524,28164,3730
525,24521,1050
526,25835,2060
527,24610,1120
528,24069,690
529,27602,3340
530,23760,440
531,26212,2340
